CustomerID,Sum_Quantity,Mean_UnitPrice,Mean_TotalPrice,Sum_TotalPrice,Count_Invoice,Count_Stock,Mean_InvoiceCountPerStock,Mean_StockCountPerInvoice,Mean_UnitPriceMeanPerInvoice,Mean_QuantitySumPerInvoice,Mean_TotalPriceMeanPerInvoice,Mean_TotalPriceSumPerInvoice,Mean_UnitPriceMeanPerStock,Mean_QuantitySumPerStock,Mean_TotalPriceMeanPerStock,Mean_TotalPriceSumPerStock
12346,11.164285759679084,0.5791388364050736,3.0326670662996866,7.273182107766809,0.5385997715649085,0.7130310238904969,0.16039372515352676,0.7250132694475611,0.5684773075949918,17.412272172269255,3.0716190845699423,9.90043021326005,0.5772719349647898,2.817036739831081,2.927196099291362,2.8012092388195375
12747,7.1309482188080615,1.0550044079378478,2.1754451060172255,5.9935750364583225,1.1154558394740879,4.398994554413677,0.16260992876938735,2.728379801631507,1.0074325057091122,5.700097345921419,2.2107868989727644,5.553339695703536,1.0773412081874547,2.0077626471866115,2.022539316636226,2.2887005848968207
12748,10.114726080411602,0.8985748555800992,1.5385267687875932,6.9405976033511365,1.2911335300614886,10.28845075256721,0.16262800048489415,3.861852298573418,1.180632482787486,5.78601272242658,1.8801477287755157,4.799706824675341,0.9021580539282824,1.7684306616546788,1.5666127681354964,1.8569936132560854
12749,7.273011975277146,1.093966094117264,1.9531469538463524,5.980991754366816,0.9777784791978928,6.290525639072928,0.16155753902769981,4.7534623489993475,1.0546804159087402,7.0598559438737025,1.9867798114584816,6.210705689791215,1.0739010917384992,1.5929665693344603,1.9123463242551193,1.9504548337578662
12820,6.566002480615443,0.7858685995318878,1.8603382657989183,5.205462048564338,0.9277838735881493,4.761403874554422,0.16084637016093853,3.3094352618686225,0.7648125248394358,6.3342910011783395,1.8724346816264623,5.132784636896514,0.7645906728675257,1.7305441835549806,1.828390912310401,1.8208037011588654
12821,4.255377716910797,0.8781436372961993,1.8477664590342129,3.7734445612684255,0.5385997715649085,2.108125065726835,0.16039372515352676,2.2113334283287878,0.8516209230182921,5.005394863272359,1.8577914189988094,4.308588380598262,0.873464776435273,1.68626148151905,1.8198526008657752,1.7849368236732037
12822,6.2957338917311665,0.9030751579339446,1.9543678190038551,5.20934261960261,0.7444135768596677,4.367086897656054,0.16109405579697073,3.9266852162236763,0.866557442027667,6.957984192384487,2.014554103100514,5.742352737369217,0.8878788072153887,1.7385329332698758,1.9033978603220512,1.9195801401280146
12823,5.430518111611318,1.204999420068766,2.6422901404714074,5.54696361560811,0.9777784791978928,0.7130310238904969,0.16268736545294765,0.7250132694475611,1.149257475668714,4.449667105338808,2.6671605249563015,5.483244749570598,1.195055274147197,2.4420931561407406,2.5739391221148407,2.6479843459411
12824,5.439101154655213,0.8830961484312806,1.8582630925247037,4.702745524750125,0.5385997715649085,3.7298919258482797,0.16039372515352676,4.047812382394418,0.8562346363365693,6.7036569749398955,1.868422649640237,5.588274958753089,0.8783568560290823,1.5967185324720097,1.829977985437663,1.7946052307099296
12826,6.94559879055483,0.7899873715871503,1.8658431501055135,5.452195822656691,1.0438203084660265,4.8339258467332265,0.1621971939015218,3.142739228001848,0.7889443257303561,6.077440582673294,1.8930643889466647,5.0346936627231464,0.7328506285556932,1.8471661893225952,1.8160379767253667,1.9487554947661105
12827,5.277031508091594,0.9238406618695739,1.8883209400927614,4.750737178332378,0.8563553297119739,3.391658265649851,0.16175747833190668,2.587839983188354,0.9069869005640658,4.919467863840827,1.9358338855353212,4.695450528752364,0.8892663630776376,1.6406945952829015,1.82289884321277,1.9126343617206152
12828,6.189095197675754,0.9480541463461419,1.9089205471342214,5.249056588103683,1.0149583455787259,4.52016096058205,0.16147221696999983,2.724423778258975,0.9106104046470404,5.225739037565899,1.9133480615383789,4.844734780147811,0.9538502033677376,1.6543955925991776,1.8784875154017333,1.9056344924894744
