CustomerID,Sum_Quantity,Mean_UnitPrice,Mean_TotalPrice,Sum_TotalPrice,Count_Invoice,Count_Stock,Mean_InvoiceCountPerStock,Mean_StockCountPerInvoice,Mean_UnitPriceMeanPerInvoice,Mean_QuantitySumPerInvoice,Mean_TotalPriceMeanPerInvoice,Mean_TotalPriceSumPerInvoice,Mean_UnitPriceMeanPerStock,Mean_QuantitySumPerStock,Mean_TotalPriceMeanPerStock,Mean_TotalPriceSumPerStock
12346,74215,1.04,77183.6,77183.6,1,1,1.0,1.0,1.04,74215.0,77183.6,77183.6,1.04,74215.0,77183.6,77183.6
12747,1275,4.3678640776699025,40.737961165048546,4196.01,11,42,2.4523809523809526,9.363636363636363,4.253948871835235,115.9090909090909,43.64545274170275,381.4554545454546,4.8445833333333335,30.357142857142858,27.98369047619048,99.905
12748,25747,2.656278563656148,7.338352557127313,33719.73,209,1768,2.598981900452489,21.985645933014354,8.916505612334795,123.19138755980862,16.378101116457795,161.3384210526316,2.7264091590598944,14.562782805429864,8.176555582968126,19.072245475113125
12749,1471,4.999949748743719,20.55718592964824,4090.88,5,160,1.24375,39.8,5.095432979810886,294.2,21.87151061099753,818.176,4.7855625,9.19375,20.025447916666668,25.568
12820,722,1.9047457627118642,15.97186440677966,942.34,4,55,1.0727272727272728,14.75,1.902632575757576,180.5,16.05149621212121,235.585,1.8087272727272727,13.127272727272727,15.816181818181818,17.133454545454548
12821,70,2.4983333333333335,15.453333333333333,92.72,1,6,1.0,6.0,2.4983333333333335,70.0,15.453333333333333,92.72,2.4983333333333335,11.666666666666666,15.453333333333333,15.453333333333333
12822,550,2.692608695652174,20.62782608695652,948.88,2,41,1.1219512195121952,23.0,2.6214114114114113,275.0,23.668708708708706,474.44,2.6100000000000003,13.414634146341463,19.514146341463416,23.143414634146342
12823,230,7.65,351.9,1759.5,5,1,5.0,1.0,7.65,46.0,351.9,351.9,7.65,230.0,351.9,1759.5
12824,232,2.5356,15.8848,397.12,1,25,1.0,25.0,2.5356,232.0,15.8848,397.12,2.5356,9.28,15.8848,15.8848
12826,1058,1.9276923076923078,16.205714285714286,1474.72,7,58,1.5689655172413792,13.0,2.0503022850165706,151.14285714285714,16.943735827664398,210.67428571428573,1.6483333333333334,18.24137931034483,15.294597701149426,25.426206896551726
