CustomerID,Cluster
12820,0
12824,0
12855,0
12864,0
12871,0
12875,0
12879,0
12891,0
12908,0
12922,0
12938,0
12950,0
12976,0
12981,0
12982,0
12990,0
12991,0
12993,0
12995,0
13008,0
13026,0
13027,0
13028,0
13034,0
13035,0
13045,0
13068,0
13070,0
13075,0
13080,0
13091,0
13094,0
13095,0
13099,0
13104,0
13108,0
13135,0
13146,0
13153,0
13165,0
13182,0
13189,0
13207,0
13210,0
13211,0
13216,0
13217,0
13218,0
13223,0
13228,0
13233,0
13239,0
13242,0
13247,0
13248,0
13253,0
13270,0
13273,0
13277,0
13278,0
13283,0
13300,0
13321,0
13328,0
13329,0
13348,0
13354,0
13366,0
13395,0
13402,0
13414,0
13419,0
13427,0
13429,0
13430,0
13434,0
13441,0
13449,0
13460,0
13461,0
13466,0
13470,0
13483,0
13485,0
13489,0
13502,0
13503,0
13557,0
13575,0
13583,0
13594,0
13602,0
13618,0
13621,0
13626,0
13639,0
13643,0
13670,0
13675,0
13678,0
13685,0
13686,0
13689,0
13697,0
13710,0
13712,0
13721,0
13726,0
13732,0
13740,0
13743,0
13745,0
13753,0
13754,0
13762,0
13786,0
13790,0
13791,0
13799,0
13800,0
13805,0
13828,0
13837,0
13841,0
13844,0
13845,0
13848,0
13856,0
13863,0
13877,0
13892,0
13894,0
13897,0
13904,0
13917,0
13927,0
13930,0
13936,0
13937,0
13938,0
13939,0
13946,0
13960,0
13974,0
13978,0
13979,0
13984,0
13986,0
13990,0
13991,0
13992,0
14000,0
14013,0
14014,0
14022,0
14027,0
14039,0
14046,0
14050,0
14053,0
14054,0
14059,0
14073,0
14075,0
14080,0
14089,0
14090,0
14117,0
14124,0
14128,0
14139,0
14142,0
14150,0
14152,0
14158,0
14164,0
14206,0
14212,0
14218,0
14222,0
14236,0
14238,0
14241,0
14272,0
14287,0
14295,0
14300,0
14301,0
14314,0
14320,0
14332,0
14339,0
14350,0
14353,0
14354,0
14385,0
14400,0
14414,0
14416,0
14420,0
14423,0
14427,0
14436,0
14437,0
14438,0
14457,0
14460,0
14477,0
14481,0
14483,0
14484,0
14489,0
14494,0
14501,0
14513,0
14518,0
14523,0
14528,0
14539,0
14548,0
14557,0
14581,0
14586,0
14597,0
14601,0
14603,0
14609,0
14624,0
14641,0
14643,0
14666,0
14682,0
14687,0
14699,0
14703,0
14705,0
14752,0
14754,0
14762,0
14764,0
14775,0
14776,0
14780,0
14782,0
14785,0
14789,0
14790,0
14798,0
14806,0
